,Date,Category,Paper ID,Title,Journal,Summary,
No,20190610,ewas,31166810,Evidence for type-specific DNA methylation patterns in epilepsy: a discordant monozygotic twin approach.,Epigenomics,"Evidence for type-specific DNA methylation patterns in epilepsy: a discordant monozygotic twin approach. ""15 monozygotic (MZ) twin pairs discordant for focal or generalized epilepsy"".  ""differentially methylated regions associated with OTX1 and ARID5B genes for generalized epilepsy and TTC39C and DLX5 genes for focal epilepsy""",
No,20190610,ewas,31167428,Network Analysis of the Potential Role of DNA Methylation in the Relationship between Plasma Carotenoids and Lipid Profile.,Nutrients,"Network Analysis of the Potential Role of DNA Methylation in the Relationship between Plasma Carotenoids and Lipid Profile. ""48 healthy subjects. Genome-wide DNA methylation levels of 20,687 out of 472,245 CpG sites in blood leukocytes were associated with total carotenoid concentrations""",
Yes,20190610,ewas,31169496,A four-DNA methylation biomarker is a superior predictor of survival of patients with cutaneous melanoma.,Elife,A four-DNA methylation biomarker is a superior predictor of survival of patients with cutaneous melanoma,
Yes,20190708,ewas,31197173,An integrative cross-omics analysis of DNA methylation sites of glucose and insulin homeostasis.,Nat Commun," 4808 non-diabetic Europeans in the discovery phase and 11,750 individuals in the replication; identify DNAm associations with fasting glucose and insulin; ""Our study sheds light on the biological interactions between genetic variants driving differential methylation and gene expression in the early pathogenesis of T2D""",
No,20190708,methods,29481604,Detection and accurate false discovery rate control of differentially methylated regions from whole genome bisulfite sequencing.,Biostatistics,Detection and accurate false discovery rate control of differentially methylated regions from whole genome bisulfite sequencing,
No,20190708,mechanism,31230816,LINE-1 Evasion of Epigenetic Repression in Humans.,Mol Cell,"Epigenetic silencing defends against LINE-1 (L1) retrotransposition in mammalian cells but sometimes L1 escapes to cause somatic genome mosaicism in the brain.  Authors find ""a conserved Yin Yang 1 (YY1) transcription factor binding site mediates L1 promoter DNA methylation ... By analyzing 24 hippocampal neurons with three distinct single-cell genomic approaches, we characterized and validated a somatic L1 insertion ... The source (donor) L1 for this insertion ... lacked the YY1 binding site, ... was highly mobile when tested in vitro ... [and was] hypomethylated ... in brain tissue.""",
No,20190708,methods,31173057,DepthFinder: A Tool to Determine the Optimal Read Depth for Reduced-Representation Sequencing.,Bioinformatics,,
No,20190708,dnam age,31173577,Investigation of bidirectional longitudinal associations between advanced epigenetic age and peripheral biomarkers of inflammation and metabolic syndrome.,Aging (Albany NY),n=179 Hannum epigenetic age associated with increased metabolic syndrome severity 2 years later,
No,20190708,global,31181146,Sleep duration and fragmentation in relation to leukocyte DNA methylation in adolescents.,Sleep,n=351 LINE1 methylation associated in a sex-specific way with sleep duration and fragmentation,
No,20190708,single gene,31182156,Smoking-associated AHRR demethylation in cord blood DNA: impact of CD235a+ nucleated red blood cells.,Clin Epigenetics,"""Prenatal smoke exposure was highly significantly associated with AHRR methylation in cord blood, CD14+ monocytes, and CD235a+?nRBCs. AHRR methylation levels in nRBCs and nRBC counts had minimal effect on cord blood methylation measurements. However, regression models using estimated nRBCs or actual nRBC counts outperformed those lacking these covariates.""",
Yes,20190708,variation,31186427,Integrated analysis of environmental and genetic influences on cord blood DNA methylation in new-borns.,Nat Commun,"VMR=variably methyalted regions n=2365 (4 cohorts)� ""Genetic and environmental factors in combination best explain DNAm at the majority of VMRs. The CpGs best explained by either G, G?+?E or GxE are functionally distinct.""",
Yes,20190708,ewas,31212707,Methylome-Wide Association Study in Peripheral White Blood Cells Focusing on Central Obesity and Inflammation.,Genes (Basel),"n=473, waist circumference, 669 associations",
Yes,20190708,ewas,31187518,DNA methylation is associated with inhaled corticosteroid response in persistent childhood asthmatics.,Clin Exp Allergy,"n=394, ""Differential DNA methylation of IL12B and CORT are associated with inhaled corticosteroid treatment response in persistent childhood asthmatics.""",
Yes,20190708,ewas,10.1093/cdn/nzz037.FS11-06-19,Differences in DNA Methylation Patterns Between Vegans and Non-vegetarians in the AHS-2 Cohort (FS11-06-19).,Curr Dev Nutr,"n=137, nearly 3000 CpG site associations at FDR < 0.05",
No,20190708,dnam age,10.1093/cdn/nzz048.P11-036-19,Effects of Maternal Vitamin D3 Supplementation on Offspring Epigenetic Gestational Age Acceleration at Birth: A Randomized Controlled Trial (P11-036-19).,Curr Dev Nutr,"n=92, ""Vitamin D3 supplementation decreased ?DNAmGA by both Knight's clock (? = -0.89, P = 0.047) and Bohlin's clock (? = -0.71, P = 0.005) only in the black participants""",
No,20190708,ewas,10.1093/cdn/nzz048.P11-139-19,Differential DNA Methylation of Human Metastable Epialleles in Guatemalan Infants at Birth Due to Timing of a Maternal Lipid-Based Nutrition Supplement and Pre-Pregnancy BMI (P11-139-19).,Curr Dev Nutr,"n=45 LNS -3 months to delivery, n=45 LNS 12 weeks prior to delivery, n=45 no LNS; 269 ME regions bisulfite sequenced; a few associations with LNS and LNS timing",
Yes,20190708,ewas,10.1093/cdn/nzz037.OR31-06-19,Epigenome-wide Association Study of Diet Quality in the Women's Health Initiative (OR31-06-19).,Curr Dev Nutr,n=4529; 340 CpG sites associated with diet quality,
No,20190708,single cell,31178122,Single-Cell Multi-omic Integration Compares and Contrasts Features of Brain Cell Identity.,Cell,Single gene expression in mouse and human brain cells.  Single-cell DNA methylation in mouse brain cells.  Investigate cell type identity and mechanism.,
No,20190708,ewas,31179817,"DNA methylation, colon cancer and Mediterranean diet: results from the EPIC-Italy cohort.",Epigenetics,"""161 pairs from the Italian component of the European Prospective Investigation into Cancer and Nutrition (EPIC) cohort, in which we looked for the methylation signals in DNA extracted from leucocytes associated with both CC and MD in 995 CpGs located in 48 inflammation genes. The DNA methylation signals detected in this analysis were validated in a subgroup of 47 case-control pairs and further replicated (where validated) in 95 new pairs by means of pyrosequencing. Among the CpG sites selected a-priori in inflammation-related genes, seven CpG sites were found to be associated with CC status and with MD, in line with its protective effect. Only two CpG sites (cg17968347-SERPINE1 and cg20674490-RUNX3) were validated using bisulphite pyrosequencing and, after replication, we found that DNA methylation of cg20674490-RUNX3 may be a potential molecular mediator explaining the protective effect of MD on CC onset.""",
Yes,20190708,sem,31200609,Exposure to polybrominated biphenyl and stochastic epigenetic mutations: application of a novel epigenetic approach to environmental exposure in the Michigan polybrominated biphenyl registry.,Epigenetics,"n=658. Weak associations and only in individuals exposed at higher ages.  Number of SEMs per individual was highly variable (119-18,309). ",
No,20190708,dnam age,31179827,Maternal dyslipidemia during early pregnancy and epigenetic ageing of the placenta.,Epigenetics,"n=262 ""maternal dyslipidemia due to low HDLc was associated with accelerated epigenetic ageing of the placenta among mothers with normal pre-pregnancy weight and a female fetus""",
Yes,20190708,ewas,31208937,Methylome-wide association study provides evidence of particulate matter air pollution-associated DNA methylation.,Environ Int,"n?=?8397, 12 cohorts, 1 CpG PM10, 2 CpGs PM2.5 and PM2.5-10",
No,20190708,methods,31216310,Machine learning approach yields epigenetic biomarkers of food allergy: A novel 13-gene signature to diagnose clinical reactivity.,PLoS ONE,An interesting introduction to machine learning using genomic data.  They reduce a 96-CpG signature down to 18 CpG sites.,
No,20190708,ewas,31217032,DNA methylation signature of human hippocampus in Alzheimer's disease is linked to neurogenesis.,Clin Epigenetics,n=26 cases vs n=12 controls. 188 differentially methylated CpG sites.,
Yes,20190708,ewas,31228611,Methylomic profiles reveal sex-specific differences in leukocyte composition associated with post-traumatic stress disorder.,Brain Behav Immun,n=483. Tested associations with lifetime PTSD in cell counts estimated from DNAm profiles. Higher monocytes observed in PTSD males.,
No,20190708,dnam age,31222117,Evaluation of six blood-based age prediction models using DNA methylation analysis by pyrosequencing.,Sci Rep,"n=100 blood donors (42 women and 58 men) aged from 19�65, <=5 CpG sites per model, MAD~5 (similar to Horvath but he is not referenced!)",
Yes,20190708,ewas,31233934,Genome-wide DNA methylation profiling of hip articular cartilage identifies differentially methylated loci associated with osteonecrosis of the femoral head.,Bone,"n=15 cases (osteonecrosis of the femoral head ONFH) and n=15 controls. DNAm measured in hip articular cartilage specimens, 2872 CpG sites differentially methylated.",
Yes,20190708,ewas,31230546,Hypertensive Disorders of Pregnancy and DNA Methylation in Newborns.,Hypertension,maternal HDP (10 cohorts; n=5242 [cases=476]) or preeclampsia (3 cohorts; n=2219 [cases=135]); cord blood methylation; HDP and preeclampsia were associated with DNA methylation at 43 and 26 CpG sites,
No,20190708,dnam age,31235674,Placental epigenetic clocks: estimating gestational age using placental DNA methylation levels.,Aging (Albany NY),n=1012 placental samples; gestational predictor has r>0.95 with median error <1 week; cord GA clocks don't perform well in placenta,
No,20190708,ewas,31239533,Genome-wide methylation in alcohol use disorder subjects: implications for an epigenetic regulation of the cortico-limbic glucocorticoid receptors (NR3C1).,Mol Psychiatry, 25 pairs of control and individuals; prefrontal cortex; 5254  at p < 0.005 after testing 850K CpG sites! Apply adjustment for multiple tests for everything but the microarray analysis.,
Yes,20190708,ewas,31241004,Human exposure to trichloroethylene is associated with increased variability of blood DNA methylation that is enriched in genes and pathways related to autoimmune disease and cancer.,Epigenetics,n=67 exposed vs n=73 controls; 25 CpG sites had higher methlation variance in exposed individuals,
